fromID,fromGroupID,fromName,fromIdo,fromKeido,toID,toGroupID,toName,toIdo,toKeido,time,routeID,routeName,r,g,b
1132602,1132602,八丁堀,139.777705,35.674617,1132603,1132603,越中島,139.792713,35.667946,2,11326,JR京葉線,185,54,54
1132603,1132603,越中島,139.792713,35.667946,1132604,1132604,潮見,139.817341,35.658702,3,11326,JR京葉線,185,54,54
1132604,1132604,潮見,139.817341,35.658702,1132605,1132605,新木場,139.827402,35.646172,2,11326,JR京葉線,185,54,54
1132605,1132605,新木場,139.827402,35.646172,1132606,1132606,葛西臨海公園,139.861529,35.644392,4,11326,JR京葉線,185,54,54
1132805,1130212,池袋,139.711086,35.730256,1132806,1130208,新宿,139.700464,35.689729,6,11328,JR成田エクスプレス,185,54,54
1132806,1130208,新宿,139.700464,35.689729,1132807,1130205,渋谷,139.701238,35.658871,5,11328,JR成田エクスプレス,185,54,54
1132807,1130205,渋谷,139.701238,35.658871,1132808,1130103,品川,139.738999,35.62876,12,11328,JR成田エクスプレス,185,54,54
1132808,1130103,品川,139.738999,35.62876,1132809,1130101,東京,139.766103,35.681391,8,11328,JR成田エクスプレス,185,54,54
1132815,1131112,高尾,139.282288,35.642026,1132816,1130620,八王子,139.338998,35.655555,7,11328,JR成田エクスプレス,185,54,54
1132816,1130620,八王子,139.338998,35.655555,1132817,1130325,立川,139.413704,35.698202,11,11328,JR成田エクスプレス,185,54,54
1132817,1130325,立川,139.413704,35.698202,1132818,1131106,国分寺,139.480841,35.700123,5,11328,JR成田エクスプレス,185,54,54
1132818,1131106,国分寺,139.480841,35.700123,1132819,1131105,三鷹,139.560325,35.702683,10,11328,JR成田エクスプレス,185,54,54
1132819,1131105,三鷹,139.560325,35.702683,1132820,1131104,吉祥寺,139.579765,35.703119,2,11328,JR成田エクスプレス,185,54,54
1132820,1131104,吉祥寺,139.579765,35.703119,1132806,1130208,新宿,139.700464,35.689729,16,11328,JR成田エクスプレス,185,54,54
1133210,1131903,赤羽,139.720928,35.778026,1133211,1133211,東十条,139.726858,35.763803,3,11332,JR京浜東北線,80,175,224
1133211,1133211,東十条,139.726858,35.763803,1133212,1133212,王子,139.73809,35.752538,3,11332,JR京浜東北線,80,175,224
1133212,1133212,王子,139.73809,35.752538,1133213,1133213,上中里,139.745769,35.74728,2,11332,JR京浜東北線,80,175,224
1133213,1133213,上中里,139.745769,35.74728,1133214,1130216,田端,139.761229,35.737781,3,11332,JR京浜東北線,80,175,224
1133214,1130216,田端,139.761229,35.737781,1133215,1130217,西日暮里,139.766857,35.731954,1,11332,JR京浜東北線,80,175,224
1133215,1130217,西日暮里,139.766857,35.731954,1133216,1130218,日暮里,139.771287,35.727908,2,11332,JR京浜東北線,80,175,224
1133216,1130218,日暮里,139.771287,35.727908,1133217,1130219,鶯谷,139.778015,35.721484,2,11332,JR京浜東北線,80,175,224
1133217,1130219,鶯谷,139.778015,35.721484,1133218,1130220,上野,139.777043,35.71379,2,11332,JR京浜東北線,80,175,224
1133218,1130220,上野,139.777043,35.71379,1133219,1130221,御徒町,139.774727,35.707282,1,11332,JR京浜東北線,80,175,224
1133219,1130221,御徒町,139.774727,35.707282,1133220,1130222,秋葉原,139.773288,35.698619,2,11332,JR京浜東北線,80,175,224
1133220,1130222,秋葉原,139.773288,35.698619,1133221,1130223,神田,139.770641,35.691173,2,11332,JR京浜東北線,80,175,224
1133221,1130223,神田,139.770641,35.691173,1133222,1130101,東京,139.766103,35.681391,2,11332,JR京浜東北線,80,175,224
1133222,1130101,東京,139.766103,35.681391,1133223,1130225,有楽町,139.763806,35.675441,2,11332,JR京浜東北線,80,175,224
1133223,1130225,有楽町,139.763806,35.675441,1133224,1130102,新橋,139.758587,35.666195,2,11332,JR京浜東北線,80,175,224
1133224,1130102,新橋,139.758587,35.666195,1133225,1130227,浜松町,139.757135,35.655391,3,11332,JR京浜東北線,80,175,224
1133225,1130227,浜松町,139.757135,35.655391,1133226,1130228,田町,139.747575,35.645736,3,11332,JR京浜東北線,80,175,224
1133226,1130228,田町,139.747575,35.645736,1133227,1130103,品川,139.738999,35.62876,4,11332,JR京浜東北線,80,175,224
1133227,1130103,品川,139.738999,35.62876,1133228,1133228,大井町,139.73485,35.606257,3,11332,JR京浜東北線,80,175,224
1133228,1133228,大井町,139.73485,35.606257,1133229,1133229,大森,139.728079,35.588903,3,11332,JR京浜東北線,80,175,224
1133229,1133229,大森,139.728079,35.588903,1133230,1133230,蒲田,139.716032,35.562517,4,11332,JR京浜東北線,80,175,224
1133302,1131903,赤羽,139.720928,35.778026,1133303,1130212,池袋,139.711086,35.730256,9,11333,JR湘南新宿ライン,209,55,50
1133303,1130212,池袋,139.711086,35.730256,1133304,1130208,新宿,139.700464,35.689729,6,11333,JR湘南新宿ライン,209,55,50
1133304,1130208,新宿,139.700464,35.689729,1133305,1130205,渋谷,139.701238,35.658871,5,11333,JR湘南新宿ライン,209,55,50
1133305,1130205,渋谷,139.701238,35.658871,1133306,1130204,恵比寿,139.71007,35.646685,2,11333,JR湘南新宿ライン,209,55,50
1133306,1130204,恵比寿,139.71007,35.646685,1133307,1130201,大崎,139.728439,35.619772,6,11333,JR湘南新宿ライン,209,55,50
1133307,1130201,大崎,139.728439,35.619772,1133308,1130804,西大井,139.721729,35.601616,3,11333,JR湘南新宿ライン,209,55,50
1134301,1130101,東京,139.766103,35.681391,1134302,1130220,上野,139.777043,35.71379,5,11343,上野東京ライン,134,48,139
2100101,1130212,池袋,139.710678,35.730924,2100102,2100102,北池袋,139.716749,35.741283,1,21001,東武東上線,24,63,147
2100102,2100102,北池袋,139.716749,35.741283,2100103,2100103,下板橋,139.714785,35.745721,1,21001,東武東上線,24,63,147
2100103,2100103,下板橋,139.714785,35.745721,2100104,2100104,大山,139.702589,35.748398,2,21001,東武東上線,24,63,147
2100104,2100104,大山,139.702589,35.748398,2100105,2100105,中板橋,139.694628,35.756214,2,21001,東武東上線,24,63,147
2100105,2100105,中板橋,139.694628,35.756214,2100106,2100106,ときわ台,139.689015,35.758771,1,21001,東武東上線,24,63,147
2100106,2100106,ときわ台,139.689015,35.758771,2100107,2100107,上板橋,139.67641,35.763596,2,21001,東武東上線,24,63,147
2100107,2100107,上板橋,139.67641,35.763596,2100108,2100108,東武練馬,139.661964,35.768698,2,21001,東武東上線,24,63,147
2100108,2100108,東武練馬,139.661964,35.768698,2100109,2100109,下赤塚,139.644482,35.770558,2,21001,東武東上線,24,63,147
2100109,2100109,下赤塚,139.644482,35.770558,2100110,2100110,成増,139.632708,35.777723,1,21001,東武東上線,24,63,147
2100201,2100201,浅草,139.798214,35.711883,2100202,2100202,とうきょうスカイツリー,139.809332,35.71043,3,21002,東武伊勢崎線,43,101,186
2100202,2100202,とうきょうスカイツリー,139.809332,35.71043,2100203,2100203,押上〈スカイツリー前〉,139.812935,35.710702,2,21002,東武伊勢崎線,43,101,186
2100203,2100203,押上〈スカイツリー前〉,139.812935,35.710702,2100204,2100204,曳舟,139.816634,35.718418,8,21002,東武伊勢崎線,43,101,186
2100204,2100204,曳舟,139.816634,35.718418,2100205,2100205,東向島,139.819306,35.724324,1,21002,東武伊勢崎線,43,101,186
2100205,2100205,東向島,139.819306,35.724324,2100206,2100206,鐘ヶ淵,139.820344,35.733712,2,21002,東武伊勢崎線,43,101,186
2100206,2100206,鐘ヶ淵,139.820344,35.733712,2100207,2100207,堀切,139.817727,35.742977,2,21002,東武伊勢崎線,43,101,186
2100207,2100207,堀切,139.817727,35.742977,2100208,2100208,牛田,139.811816,35.744555,2,21002,東武伊勢崎線,43,101,186
2100208,2100208,牛田,139.811816,35.744555,2100209,1132005,北千住,139.805564,35.749891,2,21002,東武伊勢崎線,43,101,186
2100209,1132005,北千住,139.805564,35.749891,2100210,2100210,小菅,139.812935,35.759039,2,21002,東武伊勢崎線,43,101,186
2100210,2100210,小菅,139.812935,35.759039,2100211,2100211,五反野,139.809643,35.765852,2,21002,東武伊勢崎線,43,101,186
2100211,2100211,五反野,139.809643,35.765852,2100212,2100212,梅島,139.797916,35.772437,2,21002,東武伊勢崎線,43,101,186
2100212,2100212,梅島,139.797916,35.772437,2100213,2100213,西新井,139.790372,35.777323,1,21002,東武伊勢崎線,43,101,186
2100213,2100213,西新井,139.790372,35.777323,2100214,2100214,竹ノ塚,139.790788,35.794368,3,21002,東武伊勢崎線,43,101,186
2100501,2100204,曳舟,139.816634,35.718418,2100502,2100502,小村井,139.827595,35.710316,2,21005,東武亀戸線,43,101,186
2100502,2100502,小村井,139.827595,35.710316,2100503,2100503,東あずま,139.831883,35.707067,1,21005,東武亀戸線,43,101,186
2100503,2100503,東あずま,139.831883,35.707067,2100504,2100504,亀戸水神,139.833422,35.699976,2,21005,東武亀戸線,43,101,186
2100504,2100504,亀戸水神,139.833422,35.699976,2100505,1131323,亀戸,139.826791,35.697708,2,21005,東武亀戸線,43,101,186
2100601,2100213,西新井,139.790372,35.777323,2100602,2100602,大師前,139.781647,35.778989,2,21006,東武大師線,43,101,186
2200101,1130212,池袋,139.711461,35.72913,2200102,2200102,椎名町,139.694363,35.726572,3,22001,西武池袋線,237,112,45
2200102,2200102,椎名町,139.694363,35.726572,2200103,2200103,東長崎,139.683294,35.73003,1,22001,西武池袋線,237,112,45
2200103,2200103,東長崎,139.683294,35.73003,2200104,2200104,江古田,139.672814,35.737557,1,22001,西武池袋線,237,112,45
2200104,2200104,江古田,139.672814,35.737557,2200105,2200105,桜台,139.662602,35.738797,1,22001,西武池袋線,237,112,45
2200105,2200105,桜台,139.662602,35.738797,2200106,2200106,練馬,139.654368,35.737893,1,22001,西武池袋線,237,112,45
2200106,2200106,練馬,139.654368,35.737893,2200107,2200107,中村橋,139.637456,35.736767,2,22001,西武池袋線,237,112,45
2200107,2200107,中村橋,139.637456,35.736767,2200108,2200108,富士見台,139.62969,35.735867,1,22001,西武池袋線,237,112,45
2200108,2200108,富士見台,139.62969,35.735867,2200109,2200109,練馬高野台,139.616749,35.740622,2,22001,西武池袋線,237,112,45
2200109,2200109,練馬高野台,139.616749,35.740622,2200110,2200110,石神井公園,139.606981,35.743563,2,22001,西武池袋線,237,112,45
2200110,2200110,石神井公園,139.606981,35.743563,2200111,2200111,大泉学園,139.586732,35.749406,2,22001,西武池袋線,237,112,45
2200111,2200111,大泉学園,139.586732,35.749406,2200112,2200112,保谷,139.567753,35.748222,2,22001,西武池袋線,237,112,45
2200112,2200112,保谷,139.567753,35.748222,2200113,2200113,ひばりヶ丘,139.545852,35.751485,2,22001,西武池袋線,237,112,45
2200113,2200113,ひばりヶ丘,139.545852,35.751485,2200114,2200114,東久留米,139.533739,35.760445,2,22001,西武池袋線,237,112,45
2200114,2200114,東久留米,139.533739,35.760445,2200115,2200115,清瀬,139.519917,35.772221,2,22001,西武池袋線,237,112,45
2200115,2200115,清瀬,139.519917,35.772221,2200116,2200116,秋津,139.496539,35.778614,2,22001,西武池袋線,237,112,45
2200301,2200301,小竹向原,139.678572,35.743803,2200302,2200302,新桜台,139.6683,35.74077,2,22003,西武有楽町線,237,112,45
2200302,2200302,新桜台,139.6683,35.74077,2200303,2200106,練馬,139.654368,35.737893,2,22003,西武有楽町線,237,112,45
2200401,2200106,練馬,139.654368,35.737893,2200402,2200402,豊島園,139.647979,35.742054,3,22004,西武豊島線,237,112,45
2200701,2200701,西武新宿,139.7,35.696254,2200702,1130210,高田馬場,139.703715,35.712677,3,22007,西武新宿線,67,151,199
2200702,1130210,高田馬場,139.703715,35.712677,2200703,2200703,下落合,139.695391,35.715846,2,22007,西武新宿線,67,151,199
2200703,2200703,下落合,139.695391,35.715846,2200704,2200704,中井,139.686967,35.715106,1,22007,西武新宿線,67,151,199
2200704,2200704,中井,139.686967,35.715106,2200705,2200705,新井薬師前,139.672582,35.715778,2,22007,西武新宿線,67,151,199
2200705,2200705,新井薬師前,139.672582,35.715778,2200706,2200706,沼袋,139.663841,35.719458,2,22007,西武新宿線,67,151,199
2200706,2200706,沼袋,139.663841,35.719458,2200707,2200707,野方,139.652733,35.719658,2,22007,西武新宿線,67,151,199
2200707,2200707,野方,139.652733,35.719658,2200708,2200708,都立家政,139.644839,35.722313,1,22007,西武新宿線,67,151,199
2200708,2200708,都立家政,139.644839,35.722313,2200709,2200709,鷺ノ宮,139.63892,35.722605,2,22007,西武新宿線,67,151,199
2200709,2200709,鷺ノ宮,139.63892,35.722605,2200710,2200710,下井草,139.624688,35.723852,1,22007,西武新宿線,67,151,199
2200710,2200710,下井草,139.624688,35.723852,2200711,2200711,井荻,139.615303,35.72469,1,22007,西武新宿線,67,151,199
2200711,2200711,井荻,139.615303,35.72469,2200712,2200712,上井草,139.602937,35.725326,2,22007,西武新宿線,67,151,199
2200712,2200712,上井草,139.602937,35.725326,2200713,2200713,上石神井,139.592266,35.726189,1,22007,西武新宿線,67,151,199
2200713,2200713,上石神井,139.592266,35.726189,2200714,2200714,武蔵関,139.576417,35.7276,1,22007,西武新宿線,67,151,199
2200714,2200714,武蔵関,139.576417,35.7276,2200715,2200715,東伏見,139.563529,35.728761,1,22007,西武新宿線,67,151,199
2200715,2200715,東伏見,139.563529,35.728761,2200716,2200716,西武柳沢,139.552477,35.728621,2,22007,西武新宿線,67,151,199
2200716,2200716,西武柳沢,139.552477,35.728621,2200717,2200717,田無,139.539259,35.727307,2,22007,西武新宿線,67,151,199
2200717,2200717,田無,139.539259,35.727307,2200718,2200718,花小金井,139.513228,35.726129,3,22007,西武新宿線,67,151,199
2200718,2200718,花小金井,139.513228,35.726129,2200719,2200719,小平,139.488491,35.736963,3,22007,西武新宿線,67,151,199
2200719,2200719,小平,139.488491,35.736963,2200720,2200720,久米川,139.472653,35.749575,2,22007,西武新宿線,67,151,199
2200720,2200720,久米川,139.472653,35.749575,2200721,2200721,東村山,139.465839,35.76006,2,22007,西武新宿線,67,151,199
2200801,2200719,小平,139.488491,35.736963,2200802,2200802,萩山,139.476903,35.740759,2,22008,西武拝島線,67,151,199
2200802,2200802,萩山,139.476903,35.740759,2200803,2200803,小川,139.463493,35.737573,2,22008,西武拝島線,67,151,199
2200803,2200803,小川,139.463493,35.737573,2200804,2200804,東大和市,139.434249,35.732829,3,22008,西武拝島線,67,151,199
2200804,2200804,東大和市,139.434249,35.732829,2200805,2200805,玉川上水,139.418435,35.731751,2,22008,西武拝島線,67,151,199
2200805,2200805,玉川上水,139.418435,35.731751,2200806,2200806,武蔵砂川,139.392319,35.728876,3,22008,西武拝島線,67,151,199
2200806,2200806,武蔵砂川,139.392319,35.728876,2200807,2200807,西武立川,139.370124,35.7262,2,22008,西武拝島線,67,151,199
2200807,2200807,西武立川,139.370124,35.7262,2200808,1131506,拝島,139.343468,35.721278,4,22008,西武拝島線,67,151,199
2200901,2200721,東村山,139.465839,35.76006,2200902,2200902,西武園,139.448904,35.767684,3,22009,西武西武園線,103,201,113
2201001,1131106,国分寺,139.480841,35.700123,2201002,2201002,恋ヶ窪,139.463944,35.711385,3,22010,西武国分寺線,103,201,113
2201002,2201002,恋ヶ窪,139.463944,35.711385,2201003,2201003,鷹の台,139.461155,35.723097,2,22010,西武国分寺線,103,201,113
2201003,2201003,鷹の台,139.461155,35.723097,2201004,2200803,小川,139.463493,35.737573,2,22010,西武国分寺線,103,201,113
2201004,2200803,小川,139.463493,35.737573,2201005,2200721,東村山,139.465839,35.76006,3,22010,西武国分寺線,103,201,113
2201101,1131106,国分寺,139.479547,35.700836,2201102,2201102,一橋学園,139.480039,35.72217,3,22011,西武多摩湖線,248,206,85
2201102,2201102,一橋学園,139.480039,35.72217,2201103,2201103,青梅街道,139.476628,35.73098,1,22011,西武多摩湖線,248,206,85
2201103,2201103,青梅街道,139.476628,35.73098,2201105,2200802,萩山,139.476903,35.740759,2,22011,西武多摩湖線,248,206,85
2201105,2200802,萩山,139.476903,35.740759,2201106,2201106,八坂,139.467676,35.744925,1,22011,西武多摩湖線,248,206,85
2201106,2201106,八坂,139.467676,35.744925,2201107,2201107,武蔵大和,139.444008,35.756427,3,22011,西武多摩湖線,248,206,85
2201107,2201107,武蔵大和,139.444008,35.756427,2201108,2200601,多摩湖,139.442747,35.765881,2,22011,西武多摩湖線,248,206,85
2201201,1131221,武蔵境,139.543402,35.702083,2201202,2201202,新小金井,139.526603,35.695908,2,22012,西武多摩川線,237,112,45
2201202,2201202,新小金井,139.526603,35.695908,2201203,2201203,多磨,139.51713,35.676821,3,22012,西武多摩川線,237,112,45
2201203,2201203,多磨,139.51713,35.676821,2201204,2201204,白糸台,139.509862,35.666517,2,22012,西武多摩川線,237,112,45
2201204,2201204,白糸台,139.509862,35.666517,2201205,2201205,競艇場前,139.499721,35.656232,2,22012,西武多摩川線,237,112,45
2201205,2201205,競艇場前,139.499721,35.656232,2201206,2201206,是政,139.488592,35.656242,2,22012,西武多摩川線,237,112,45
2300101,2300101,京成上野,139.773571,35.711232,2300102,1130218,日暮里,139.771287,35.727908,5,23001,京成本線,38,89,164
2300102,1130218,日暮里,139.771287,35.727908,2300103,2300103,新三河島,139.773834,35.73714,2,23001,京成本線,38,89,164
2300103,2300103,新三河島,139.773834,35.73714,2300104,2300104,町屋,139.781499,35.742354,6,23001,京成本線,38,89,164
2300104,2300104,町屋,139.781499,35.742354,2300105,2300105,千住大橋,139.796934,35.74243,6,23001,京成本線,38,89,164
2300105,2300105,千住大橋,139.796934,35.74243,2300106,2100208,京成関屋,139.81183,35.744008,2,23001,京成本線,38,89,164
2300106,2100208,京成関屋,139.81183,35.744008,2300107,2300107,堀切菖蒲園,139.827545,35.747649,2,23001,京成本線,38,89,164
2300107,2300107,堀切菖蒲園,139.827545,35.747649,2300108,2300108,お花茶屋,139.83988,35.747585,1,23001,京成本線,38,89,164
2300108,2300108,お花茶屋,139.83988,35.747585,2300109,2300109,青砥,139.856292,35.745883,3,23001,京成本線,38,89,164
2300109,2300109,青砥,139.856292,35.745883,2300110,2300110,京成高砂,139.866875,35.750932,2,23001,京成本線,38,89,164
2300110,2300110,京成高砂,139.866875,35.750932,2300111,2300111,京成小岩,139.88371,35.742158,2,23001,京成本線,38,89,164
2300111,2300111,京成小岩,139.88371,35.742158,2300112,2300112,江戸川,139.896226,35.737723,1,23001,京成本線,38,89,164
2300201,2100203,押上（スカイツリー前）,139.812935,35.710702,2300202,2300202,京成曳舟,139.820012,35.718441,11,23002,京成押上線,38,89,164
2300202,2300202,京成曳舟,139.820012,35.718441,2300203,2300203,八広,139.828738,35.727687,2,23002,京成押上線,38,89,164
2300203,2300203,八広,139.828738,35.727687,2300204,2300204,四ツ木,139.834918,35.731962,1,23002,京成押上線,38,89,164
2300204,2300204,四ツ木,139.834918,35.731962,2300205,2300205,京成立石,139.848558,35.738281,2,23002,京成押上線,38,89,164
2300205,2300205,京成立石,139.848558,35.738281,2300206,2300109,青砥,139.856292,35.745883,2,23002,京成押上線,38,89,164
2300206,2300109,青砥,139.856292,35.745883,2300207,2300110,京成高砂,139.866875,35.750932,2,23002,京成押上線,38,89,164
2300301,2300110,京成高砂,139.866875,35.750932,2300302,2300302,柴又,139.875188,35.756323,3,23003,京成金町線,38,89,164
2300302,2300302,柴又,139.875188,35.756323,2300303,1132008,京成金町,139.870387,35.768471,2,23003,京成金町線,38,89,164
2300601,2300101,京成上野,139.773571,35.711232,2300602,1130218,日暮里,139.771287,35.727908,5,23006,京成成田空港線,239,140,62
2300602,1130218,日暮里,139.771287,35.727908,2300603,2300109,青砥,139.856292,35.745883,17,23006,京成成田空港線,239,140,62
2300603,2300109,青砥,139.856292,35.745883,2300604,2300110,京成高砂,139.866875,35.750932,2,23006,京成成田空港線,239,140,62
2400101,1130208,新宿,139.699187,35.690163,2400104,2400104,笹塚,139.667251,35.673758,5,24001,京王線,203,43,118
2400104,2400104,笹塚,139.667251,35.673758,2400105,2400105,代田橋,139.659413,35.671092,1,24001,京王線,203,43,118
2400105,2400105,代田橋,139.659413,35.671092,2400106,2400106,明大前,139.650352,35.668758,1,24001,京王線,203,43,118
2400106,2400106,明大前,139.650352,35.668758,2400107,2400107,下高井戸,139.641372,35.66615,2,24001,京王線,203,43,118
2400107,2400107,下高井戸,139.641372,35.66615,2400108,2400108,桜上水,139.63129,35.66768,1,24001,京王線,203,43,118
2400108,2400108,桜上水,139.63129,35.66768,2400109,2400109,上北沢,139.62329,35.668857,1,24001,京王線,203,43,118
2400109,2400109,上北沢,139.62329,35.668857,2400110,2400110,八幡山,139.614927,35.669982,2,24001,京王線,203,43,118
2400110,2400110,八幡山,139.614927,35.669982,2400111,2400111,芦花公園,139.608247,35.670479,1,24001,京王線,203,43,118
2400111,2400111,芦花公園,139.608247,35.670479,2400112,2400112,千歳烏山,139.60067,35.667921,1,24001,京王線,203,43,118
2400112,2400112,千歳烏山,139.60067,35.667921,2400113,2400113,仙川,139.584908,35.662257,1,24001,京王線,203,43,118
2400113,2400113,仙川,139.584908,35.662257,2400114,2400114,つつじヶ丘,139.575103,35.657936,2,24001,京王線,203,43,118
2400114,2400114,つつじヶ丘,139.575103,35.657936,2400115,2400115,柴崎,139.56658,35.653997,2,24001,京王線,203,43,118
2400115,2400115,柴崎,139.56658,35.653997,2400116,2400116,国領,139.558036,35.650087,1,24001,京王線,203,43,118
2400116,2400116,国領,139.558036,35.650087,2400117,2400117,布田,139.551557,35.649904,1,24001,京王線,203,43,118
2400117,2400117,布田,139.551557,35.649904,2400118,2400118,調布,139.543988,35.652181,2,24001,京王線,203,43,118
2400118,2400118,調布,139.543988,35.652181,2400119,2400119,西調布,139.529822,35.657169,1,24001,京王線,203,43,118
2400119,2400119,西調布,139.529822,35.657169,2400120,2400120,飛田給,139.523666,35.660121,1,24001,京王線,203,43,118
2400120,2400120,飛田給,139.523666,35.660121,2400121,2400121,武蔵野台,139.511289,35.664159,2,24001,京王線,203,43,118
2400121,2400121,武蔵野台,139.511289,35.664159,2400122,2400122,多磨霊園,139.502615,35.666197,1,24001,京王線,203,43,118
2400122,2400122,多磨霊園,139.502615,35.666197,2400123,2400123,東府中,139.495257,35.668766,2,24001,京王線,203,43,118
2400123,2400123,東府中,139.495257,35.668766,2400124,2400124,府中,139.4799,35.672245,2,24001,京王線,203,43,118
2400124,2400124,府中,139.4799,35.672245,2400125,1130321,分倍河原,139.468798,35.668493,1,24001,京王線,203,43,118
2400125,1130321,分倍河原,139.468798,35.668493,2400126,2400126,中河原,139.457602,35.659549,2,24001,京王線,203,43,118
2400126,2400126,中河原,139.457602,35.659549,2400127,2400127,聖蹟桜ヶ丘,139.446979,35.650814,2,24001,京王線,203,43,118
